Title,TV Show,Available Globally?,Premiere Year,Hours Viewed (in 1M units)
The Hatchet Wielding Hitchhiker,NaN,Yes,2023,38.7
6 Underground,NaN,Yes,2019,38.6
Better Call Saul: Season 4,Yes,No,2018,38.6
Narcos: Season 2,Yes,Yes,2016,38.6
Grey's Anatomy: Season 6,Yes,No,NaN,38.4
Mother's Day // Dzień Matki,NaN,Yes,2023,38.3
Orange Is the New Black: Season 2,Yes,Yes,2014,38.3
Vikings (2013): Season 6,Yes,No,NaN,38.3
El Chapo: Season 2,Yes,Yes,2017,38.2
Brooklyn Nine-Nine: Season 6,Yes,No,NaN,38.1
Queer Eye: Season 7,Yes,Yes,2023,38.1
Sleeping Dog: Limited Series // Schlafende Hunde: Miniserie,NaN,Yes,2023,38.0
The Big Bang Theory: Season 4,Yes,No,NaN,38.0
The Good Doctor: Season 2,Yes,No,NaN,38.0
Cúmplices de um Resgate: Season 1,Yes,No,NaN,37.8
The Big Bang Theory: Season 6,Yes,No,NaN,37.8
The Flash (2014): Season 3,Yes,No,NaN,37.7
The Good Doctor: Season 3,Yes,No,NaN,37.7
Back to the Outback,NaN,Yes,2021,37.6
Booba: Season 4,Yes,Yes,NaN,37.6
The Big Bang Theory: Season 7,Yes,No,NaN,37.6
Vikings (2013): Season 1,Yes,No,NaN,37.6
As Aventuras de Poliana: Season 1,Yes,No,NaN,37.5
The Big Bang Theory: Season 5,Yes,No,NaN,37.4
The Rookie: Season 1,Yes,No,NaN,37.4
Fauda: Season 1 // פאודה: עונה 1,Yes,Yes,2016,37.3
Mr. Sunshine: Season 1 // 미스터 션샤인: 시즌 1,Yes,Yes,2018,37.3
2 Guns,NaN,No,NaN,37.1
"Lyle, Lyle, Crocodile",NaN,No,NaN,37.1
Money Heist: Part 2 // La casa de papel: Parte 2,NaN,Yes,2017,37.1
Outlander: Season 2,Yes,No,2016,37.1
Queens on the Run // Fuga de reinas,NaN,No,2023,37.1
Shameless (U.S.): Season 4,Yes,No,NaN,37.1
S.W.A.T. (2017): Season 4,Yes,No,NaN,37.0
Peaky Blinders: Season 6,Yes,No,2022,36.9
Seinfeld: Season 8,Yes,Yes,NaN,36.9
The Mitchells vs. The Machines,NaN,Yes,2021,36.9
PJ Masks: Season 4,Yes,No,NaN,36.7
All For Love: Season 1 // Amar y vivir: Temporada 1,Yes,No,2020,36.6
Glamorous: Season 1,Yes,Yes,2023,36.6
Meekah: Season 1,Yes,Yes,NaN,36.6
Peaky Blinders: Season 3,Yes,No,2016,36.6
Troll,NaN,Yes,2022,36.6
Rebelde Way (2002): Temporada 1,Yes,No,NaN,36.5
The Big Bang Theory: Season 8,Yes,No,NaN,36.4
Thicker Than Water: Season 1 // Jusqu'ici tout va bien: Saison 1,Yes,Yes,2023,36.3
Chris Rock: Selective Outrage,NaN,Yes,2023,36.2
Daughter From Another Mother: Season 3 // Madre solo hay dos: Temporada 3,Yes,Yes,2022,36.2
Grown Ups (2010),NaN,No,NaN,36.2
Let Him Go,NaN,No,NaN,36.2
Outlander: Season 6,Yes,No,2022,36.2
Against the Ropes: Season 1 // Contra las cuerdas: Temporada 1,Yes,No,2023,36.1
Ozark: Season 1,Yes,Yes,2017,36.1
A Quiet Place Part II,NaN,No,NaN,36.0
My Little Pony: Friendship Is Magic: Season 1,Yes,Yes,NaN,36.0
Power Rangers Dino Fury: Season 1,Yes,No,2021,36.0
Hotel Transylvania (2012),NaN,No,NaN,35.9
The Office (U.S.): Season 4,Yes,No,NaN,35.9
Ancient Apocalypse: Season 1,Yes,Yes,2022,35.8
Missing (2023),NaN,No,NaN,35.8
Virgin River: Season 1,Yes,Yes,2019,35.8
Queen Cleopatra: Limited Series,NaN,Yes,2023,35.7
Shameless (U.S.): Season 5,Yes,No,NaN,35.6
Record of Ragnarok: Season 1 // 終末のワルキューレ: シーズン1,Yes,No,2021,35.5
The Boss Baby: Back in the Crib: Season 1,Yes,Yes,2022,35.5
Wish Dragon,NaN,Yes,2021,35.4
Unstable: Season 1,Yes,Yes,2023,35.3
Bling Empire: New York: Season 1,Yes,Yes,2023,35.2
Grey's Anatomy: Season 8,Yes,No,NaN,35.2
King the Land: Limited Series // 킹더랜드: 리미티드 시리즈,NaN,No,2023,35.2
The Big Bang Theory: Season 11,Yes,No,NaN,35.2
Hospital Playlist: Season 1 // 슬기로운 의사생활: 시즌 1,Yes,Yes,2020,35.0
Keep Breathing: Limited Series,NaN,Yes,2022,35.0
The Big Bang Theory: Season 10,Yes,No,NaN,35.0
Bad Boys for Life,NaN,No,NaN,34.9
Inventing Anna: Limited Series,NaN,Yes,2022,34.8
The Big Bang Theory: Season 2,Yes,No,NaN,34.8
El Cartel: Season 1,Yes,No,NaN,34.6
That Girl Lay Lay: Season 2,Yes,No,2023,34.6
The Big Bang Theory: Season 3,Yes,No,NaN,34.6
The Big Bang Theory: Season 9,Yes,No,NaN,34.6
Unlock My Boss // 사장님을 잠금해제,NaN,No,NaN,34.5
Bullet Train,NaN,No,NaN,34.4
How to Get Away With Murder: Season 1,Yes,No,NaN,34.3
Pressure Cooker: Season 1,Yes,Yes,2023,34.3
CoComelon: Season 8,Yes,Yes,2023,34.2
Shameless (U.S.): Season 6,Yes,No,NaN,34.1
Vikings (2013): Season 2,Yes,No,NaN,34.1
Cobra Kai: Season 1,Yes,Yes,2020,34.0
Grey's Anatomy: Season 7,Yes,No,NaN,34.0
Jurassic World,NaN,No,NaN,34.0
Riverdale: Season 2,Yes,No,2017,34.0
How to Get Rich: Season 1,Yes,Yes,2023,33.9
Prisoners (2013),NaN,No,NaN,33.9
Forecasting Love and Weather: Season 1 // 기상청 사람들: 사내연애 잔혹사 편: 시즌 1,Yes,Yes,2022,33.8
Gabby's Dollhouse: Season 4,Yes,Yes,2022,33.8
Grey's Anatomy: Season 9,Yes,No,NaN,33.8
Half Bad: The Bastard Son & The Devil Himself: Season 1,Yes,Yes,2022,33.8
Money Heist: Part 3 // La casa de papel: Parte 3,NaN,Yes,2019,33.7
Seinfeld: Season 9,Yes,Yes,NaN,33.7
The 100: Season 3,Yes,No,NaN,33.7
Teen Titans Go!: Season 2,Yes,No,NaN,33.5
White Noise,NaN,Yes,2022,33.5
Barbecue Showdown: Season 2,Yes,Yes,2023,33.4
La piloto: Season 1,Yes,No,NaN,33.4
The Witcher: Season 3,Yes,Yes,2023,33.4
The Crown: Season 2,Yes,Yes,2017,33.3
Outlander: Season 5,Yes,No,2020,33.2
Peaky Blinders: Season 4,Yes,No,2017,33.2
Shameless (U.S.): Season 9,Yes,No,NaN,33.1
The Crown: Season 4,Yes,Yes,2020,33.1
S.W.A.T. (2017): Season 5,Yes,No,NaN,33.0
Shooter: Season 3,Yes,No,2018,33.0
Through My Window // A través de mi ventana,NaN,Yes,2022,33.0
Gabby's Dollhouse: Season 3,Yes,Yes,2021,32.9
"Nevertheless,: Season 1 // 알고있지만,: 시즌 1",Yes,Yes,2021,32.8
The Big Bang Theory: Season 12,Yes,No,NaN,32.8
Good Girls: Season 1,Yes,Yes,2018,32.7
The Bad Guys (2022),NaN,No,NaN,32.7
Orange Is the New Black: Season 3,Yes,Yes,2015,32.6
Outlander: Season 3,Yes,No,2017,32.5
Devil in Ohio: Limited Series,NaN,Yes,2022,32.4
Jane The Virgin: Season 3,Yes,No,NaN,32.4
Our Planet II,NaN,Yes,2023,32.4
The Flash (2014): Season 4,Yes,No,NaN,32.4
Grey's Anatomy: Season 10,Yes,No,NaN,32.3
My Name: Season 1 // 마이 네임: 시즌 1,Yes,Yes,2021,32.3
Shameless (U.S.): Season 7,Yes,No,NaN,32.3
Shooter (2007),NaN,No,NaN,32.3
Friends (1994): Season 10,Yes,No,NaN,32.2
Cobra Kai: Season 4,Yes,Yes,2021,32.1
High Water: Season 1 // Wielka Woda: Sezon 1,Yes,Yes,2022,32.1
Hospital Playlist: Season 2 // 슬기로운 의사생활: 시즌 2,Yes,Yes,2021,32.1
Me Time,NaN,Yes,2022,32.1
My Name Is Vendetta // Il Mio Nome è Vendetta,NaN,Yes,2022,32.1
The Fabulous: Season 1 // 더 패뷸러스: 시즌 1,Yes,Yes,2022,32.0
Oddballs: Season 1,Yes,Yes,2022,31.9
Pitch Perfect,NaN,No,NaN,31.9
The Seven Deadly Sins // 七つの大罪,NaN,No,2015,31.9
Unauthorized Living: Season 1 // Vivir sin permiso: Temporada 1,Yes,Yes,2019,31.8
13 Reasons Why: Season 1,Yes,Yes,2017,31.7
Over the Hedge,NaN,No,NaN,31.7
Our Beloved Summer: Season 1 // 그 해 우리는: 시즌 1,Yes,Yes,2021,31.6
Good Girls: Season 4,Yes,Yes,2021,31.5
Turn of the Tide: Season 1 // Rabo de Peixe: Temporada 1,Yes,Yes,2023,31.5
The SpongeBob Movie: Sponge on the Run,NaN,No,2020,31.4
Good Girls: Season 2,Yes,Yes,2019,31.3
Pokémon Ultimate Journeys: The Series: Part 1,NaN,No,2022,31.3
Mission Majnu // मिशन मजनू,NaN,Yes,2023,31.2
Peaky Blinders: Season 5,Yes,No,2019,31.2
Bad Boys II,NaN,No,NaN,31.1
Betty en NY: Season 1,Yes,No,NaN,31.1
El Chapo: Season 3,Yes,Yes,2018,31.1
Rise of Empires: Ottoman: Mehmed vs. Vlad,NaN,Yes,2022,31.1
The Sea Beyond: Season 1 // Mare Fuori: Stagione 1,Yes,No,NaN,31.0
The Sea Beyond: Season 2 // Mare Fuori: Stagione 2,Yes,No,NaN,31.0
Where the Crawdads Sing,NaN,No,NaN,31.0
Anne with an E: Season 1,Yes,Yes,2017,30.9
Dead to Me: Season 3,Yes,Yes,2022,30.9
My Lover My Killer: Season 2,Yes,No,NaN,30.8
Still Time // Era ora,NaN,Yes,2023,30.8
Hunter X Hunter (2011): Season 5 // HUNTER×HUNTER: シーズン5,Yes,No,NaN,30.7
Awaken: Season 1 // 낮과 밤: 시즌 1,Yes,Yes,NaN,30.6
Enola Holmes 2,NaN,Yes,2022,30.6
Indian Matchmaking: Season 3,Yes,Yes,2023,30.6
The Umbrella Academy: Season 1,Yes,Yes,2019,30.6
Break Point: Season 1,Yes,Yes,2023,30.5
Minions & More Volume 2,NaN,Yes,NaN,30.5
Money Heist: Part 4 // La casa de papel: Parte 4,NaN,Yes,2020,30.4
Outlander: Season 4,Yes,No,2018,30.4
Shameless (U.S.): Season 8,Yes,No,NaN,30.4
Downton Abbey: Series 2,NaN,No,NaN,30.3
Love at First Kiss // Eres tú,NaN,Yes,2023,30.3
Pedro el escamoso: Season 1,Yes,No,NaN,30.3
Start-Up: Season 1 // 스타트업: 시즌 1,Yes,Yes,2020,30.3
Tonight You're Sleeping with Me // Dzisiaj śpisz ze mną,NaN,Yes,2023,30.3
Grey's Anatomy: Season 11,Yes,No,NaN,30.2
Narcos: Mexico: Season 1,Yes,Yes,2018,30.2
Señora Acero: Season 1,Yes,No,NaN,30.2
Alba: Season 1,Yes,No,2022,30.1
DC Super Hero Girls (2019): Season 1,Yes,No,NaN,30.1
In His Shadow // Le Roi des ombres,NaN,Yes,2023,30.1
Love Is Blind: Brazil: Season 3 // Casamento às Cegas: Brasil: Temporada 3,Yes,Yes,2023,30.1
Penguins of Madagascar: The Movie,NaN,No,NaN,30.1
Sniper: Ghost Shooter,NaN,No,NaN,30.1
Spenser Confidential,NaN,Yes,2020,30.1
The Adam Project,NaN,Yes,2022,30.1
The Last Dance: Limited Series,NaN,No,2020,30.1
Elite: Season 6 // Élite: Temporada 6,Yes,Yes,2022,30.0
I See You,NaN,No,2020,30.0
The Good Nurse,NaN,Yes,2022,30.0
All American: Homecoming: Season 2,Yes,No,NaN,29.9
Brooklyn Nine-Nine: Season 8,Yes,No,NaN,29.9
Godless: Limited Series,NaN,Yes,2017,29.9
Riverdale: Season 6,Yes,No,2021,29.9
Flower of Evil: Season 1 // 악의 꽃: 시즌 1,Yes,Yes,NaN,29.8
Invisible City: Season 2 // Cidade Invisível: Temporada 2,Yes,Yes,2023,29.8
The Rookie: Season 2,Yes,No,NaN,29.8
Anne with an E: Season 2,Yes,Yes,2018,29.7
Is It Cake?: Season 1,Yes,Yes,2022,29.7
Mrs. Chatterjee vs Norway // मिसेज़ चैटर्जी vs नॉर्वे,NaN,No,NaN,29.6
The Crown: Season 3,Yes,Yes,2019,29.6
The Midnight Club: Season 1,Yes,Yes,2022,29.6
The Office (U.S.): Season 8,Yes,No,NaN,29.6
Fate: The Winx Saga: Season 2,Yes,Yes,2022,29.5
Invisible City: Season 1 // Cidade Invisível: Temporada 1,Yes,Yes,2021,29.5
Itaewon Class: Season 1 // 이태원 클라쓰: 시즌 1,Yes,Yes,2020,29.5
Locked Up: Season 1 // Vis a vis: Temporada 1,Yes,No,2015,29.5
Noah (2014),NaN,No,NaN,29.5
RRR (Hindi),NaN,No,NaN,29.4
YES DAY,NaN,Yes,2021,29.4
You Do You // Merve Kült,NaN,Yes,2023,29.4
A Girl and an Astronaut: Season 1 // Dziewczyna i kosmonauta: Sezon 1,Yes,Yes,2023,29.3
ALVINNN!!! And the Chipmunks: Season 2,Yes,No,NaN,29.3
Close to Home: Murder in the Coalfield: Season 1 // Lauchhammer - Tod in der Lausitz: Staffel 1,Yes,Yes,NaN,29.3
Designated Survivor: Season 3,Yes,Yes,2019,29.2
Echoes: Limited Series,NaN,Yes,2022,29.2
Sharkdog: Season 1,Yes,Yes,2021,29.2
The Office (U.S.): Season 9,Yes,No,NaN,29.2
Peppa Pig: Season 3,Yes,No,NaN,29.1
Titans: Season 1,Yes,No,2019,29.1
Day Shift,NaN,Yes,2022,29.0
Married at First Sight: Season 12,Yes,No,NaN,29.0
Power Rangers Dino Fury: Season 2,Yes,No,2022,29.0
Vikings (2013): Season 3,Yes,No,NaN,29.0
Demon Slayer: Kimetsu no Yaiba: Entertainment District Arc // 鬼滅の刃: 遊郭編,NaN,No,NaN,28.9
The Man from Toronto,NaN,Yes,2022,28.9
Trolls World Tour,NaN,No,NaN,28.9
Grey's Anatomy: Season 4,Yes,No,NaN,28.8
Teen Titans Go!: Season 3,Yes,No,NaN,28.8
The Irishman,NaN,Yes,2019,28.8
The Swimmers,NaN,Yes,2022,28.8
Virgin River: Season 3,Yes,Yes,2021,28.7
Arrow: Season 2,Yes,No,NaN,28.6
Cobra Kai: Season 2,Yes,Yes,2020,28.6
Lost in Space: Season 1,Yes,Yes,2018,28.6
Princess Power: Season 1,Yes,Yes,2023,28.6
Riverdale: Season 1,Yes,No,2017,28.6
Sky Rojo: Season 1,Yes,Yes,2021,28.6
Trollhunters: Tales of Arcadia: Part 1,NaN,Yes,2016,28.5
Cobra Kai: Season 3,Yes,Yes,2021,28.4
Fauda: Season 2 // פאודה: עונה 2,Yes,Yes,2018,28.4
Honest Thief,NaN,No,NaN,28.3
Tex Mex Motors: Season 1,Yes,Yes,2023,28.3
Transformers: Revenge of the Fallen,NaN,No,NaN,28.3
Virgin River: Season 2,Yes,Yes,2020,28.3
Henry Danger: Season 5,Yes,No,NaN,28.2
The Hunger Games: Catching Fire,NaN,No,NaN,28.2
The Loud House: Season 2,Yes,No,NaN,28.2
Army of Thieves,NaN,Yes,2021,28.1
Fifty Shades Darker,NaN,No,NaN,28.1
The Deep End of the Ocean,NaN,No,NaN,28.1
The Hangover,NaN,No,NaN,28.1
The Old Guard,NaN,Yes,2020,28.1
Transformers: Dark of the Moon,NaN,No,NaN,28.1
Workin' Moms: Season 1,Yes,Yes,2019,28.1
Gymnastics Academy: A Second Chance: Season 1,Yes,Yes,2022,28.0
Naruto: Season 1 // NARUTO-ナルト-: シーズン1,Yes,No,NaN,28.0
Orange Is the New Black: Season 4,Yes,Yes,2016,28.0
The Angry Birds Movie,NaN,No,NaN,28.0
Anne with an E: Season 3,Yes,Yes,2020,27.9
Cry Babies Magic Tears: Season 2,Yes,Yes,NaN,27.9
Harry Potter and the Sorcerer's Stone,NaN,No,NaN,27.9
How I Became a Gangster // Jak zostalem gangsterem. Historia prawdziwa,NaN,Yes,2020,27.9
Peppa Pig: Season 4,Yes,No,NaN,27.9
Sex Education: Season 1,Yes,Yes,2019,27.9
The Cook of Castamar: Season 1 // La cocinera de Castamar: Season 1,Yes,No,2021,27.9
Fauda: Season 3 // פאודה: עונה 3,Yes,Yes,2020,27.8
Locke & Key: Season 1,Yes,Yes,2020,27.8
Our Universe: Limited Series,NaN,Yes,2022,27.8
Peppa Pig: Season 5,Yes,No,NaN,27.8
Run On: Season 1 // 런 온: 시즌 1,Yes,Yes,2020,27.8
Sonic Boom: Season 1,Yes,No,NaN,27.8
Class: Season 1 // क्लास: सीज़न 1,Yes,Yes,2023,27.7
Heartbreak High: Season 1,Yes,Yes,2022,27.7
Rebelde Way (2002): Temporada 2,Yes,No,NaN,27.7
Tale of the Nine Tailed // 구미호뎐,NaN,No,NaN,27.7
The Flash (2014): Season 5,Yes,No,NaN,27.7
Brooklyn Nine-Nine: Season 7,Yes,No,NaN,27.6
Hit & Run: Season 1,Yes,Yes,2021,27.6
Kung Fu Panda 3,NaN,No,2016,27.6
MINDHUNTER: Season 1,Yes,Yes,2017,27.6
Shadowhunters: The Mortal Instruments: Season 1,Yes,No,2016,27.6
The Chosen: Season 1,Yes,No,NaN,27.6
The Uncanny Counter: Season 1 // 경이로운 소문: 시즌 1,Yes,Yes,2020,27.6
Oh My Venus: Season 1 // 오 마이 비너스: 시즌1,Yes,No,NaN,27.5
Riverdale: Season 3,Yes,No,2018,27.5
Teen Wolf (2011): Season 5,Yes,No,NaN,27.5
Vivo,NaN,Yes,2021,27.5
El Dragón: Return of a Warrior: Season 1 // El Dragón: El regreso de un guerrero: Temporada 1,Yes,No,2019,27.4
Remarriage & Desires: Season 1 // 블랙의 신부: 시즌 1,Yes,Yes,2022,27.4
Señora Acero: Season 2,Yes,No,NaN,27.4
Shadowhunters: The Mortal Instruments: Season 2,Yes,No,2017,27.4
Army of the Dead,NaN,Yes,2021,27.3
Dr. Romantic: Season 1 // 낭만닥터 김사부1,Yes,No,NaN,27.3
Hotel Transylvania 3: Summer Vacation,NaN,No,NaN,27.3
Jurassic World Camp Cretaceous: Season 1,Yes,Yes,2020,27.3
Mission: Impossible - Fallout,NaN,No,NaN,27.3
Noise,NaN,Yes,2023,27.3
Shanty Town: Season 1,Yes,Yes,2023,27.3
The Seven Deadly Sins: Revival of The Commandments // 七つの大罪: 戒めの復活,NaN,No,2018,27.3
Shameless (U.S.): Season 10,Yes,No,NaN,27.2
Zig & Sharko: Season 3,Yes,No,NaN,27.2
Dynasty: Season 1,Yes,Yes,2017,27.1
Narcos: Season 3,Yes,Yes,2017,27.1
Sweet Home: Season 1 // 스위트홈: 시즌 1,Yes,Yes,2020,27.1
Teen Wolf (2011): Season 1,Yes,No,NaN,27.1
The Imperfects: Season 1,Yes,Yes,2022,27.1
The Longest Yard (2005),NaN,No,NaN,27.1
The Secret Life of Pets,NaN,No,NaN,27.1
Tomorrow: Season 1 // 내일: 시즌 1,Yes,Yes,2022,27.1
Tu Jhoothi Main Makkaar // तू झूठी मैं मक्कार,NaN,No,NaN,27.1
Unbelievable: Limited Series,NaN,Yes,2019,27.1
Dark Desire: Season 1 // Oscuro deseo: Temporada 1,Yes,Yes,2020,27.0
Grey's Anatomy: Season 12,Yes,No,NaN,27.0
Little Baby Bum: Nursery Rhyme Friends: Season 2,Yes,Yes,NaN,27.0
Seven Seconds: Limited Series,NaN,Yes,2018,27.0
Dragged Across Concrete,NaN,No,NaN,26.9
iCarly (2007): Season 1,Yes,No,NaN,26.8
Junji Ito Maniac: Japanese Tales of the Macabre: Season 1 // 伊藤潤二『マニアック』: シーズン1,Yes,No,2023,26.8
Just Go With It,NaN,No,NaN,26.8
Lady Chatterley's Lover,NaN,Yes,2022,26.8
Señora Acero: Season 3,Yes,No,NaN,26.8
All American: Season 4,Yes,No,NaN,26.7
Death Note (2006) // DEATH NOTE -デスノート-,NaN,No,NaN,26.7
Jane The Virgin: Season 5,Yes,Yes,NaN,26.7
The Makanai: Cooking for the Maiko House: Season 1 // 舞妓さんちのまかないさん: シーズン1,Yes,Yes,2023,26.7
"Better Than Us: Season 1 // Лучше, чем люди: 1 сезон",Yes,Yes,2019,26.6
Downton Abbey: Series 3,NaN,No,NaN,26.6
El Cartel 2: Season 1,Yes,No,NaN,26.6
Insatiable: Season 1,Yes,Yes,2018,26.6
Lou,NaN,Yes,2022,26.6
Shameless (U.S.): Season 11,Yes,No,NaN,26.6
Teletubbies: Season 1,Yes,No,2022,26.6
Ted (2012),NaN,No,NaN,26.5
Triple Frontier,NaN,Yes,2019,26.5
Kung Fu Panda: The Dragon Knight: Season 2,Yes,Yes,2023,26.4
Slumberland,NaN,Yes,2022,26.4
Uncharted (2022),NaN,No,NaN,26.4
Ozark: Season 2,Yes,Yes,2018,26.3
Sex Education: Season 3,Yes,Yes,2021,26.3
The Emoji Movie,NaN,No,NaN,26.3
A Korean Odyssey: Season 1 // 화유기: 시즌1,Yes,Yes,2017,26.2
Army of One (2020),NaN,No,NaN,26.2
Knives Out,NaN,No,NaN,26.2
Love Is Blind: Season 1,Yes,Yes,2020,26.2
The Big Bang Theory: Season 1,Yes,No,NaN,26.2
Valeria: Season 1,Yes,Yes,2020,26.2
Anna Nicole Smith: You Don't Know Me,NaN,Yes,2023,26.1
Sin senos sí hay paraíso: Season 1,Yes,No,NaN,26.1
Sonic Boom: Season 2,Yes,No,NaN,26.1
Downton Abbey: Series 1,NaN,No,NaN,26.0
Jane The Virgin: Season 4,Yes,No,NaN,26.0
Locked Up: Season 2 // Vis a vis: Temporada 2,Yes,No,2016,26.0
The Adventures of Puss in Boots: Season 1,Yes,No,2015,26.0
Dynasty: Season 5,Yes,Yes,2022,25.9
Grey's Anatomy: Season 15,Yes,No,NaN,25.9
Juvenile Justice: Season 1 // 소년심판: 시즌 1,Yes,Yes,2022,25.9
The Patients of Dr. García: Season 1 // Los pacientes del doctor García: Season 1,Yes,Yes,NaN,25.8
Hustle,NaN,Yes,2022,25.7
Narco-Saints: Season 1 // 수리남: 시즌 1,Yes,Yes,2022,25.7
The Inmate: Season 1 // El recluso: Season 1,Yes,No,2018,25.7
Whitney Houston: I Wanna Dance with Somebody,NaN,No,NaN,25.7
Shooter: Season 2,Yes,No,2017,25.6
Fate: The Winx Saga: Season 1,Yes,Yes,2021,25.5
Madagascar 3: Europe's Most Wanted,NaN,No,NaN,25.5
My ID is Gangnam Beauty: Season 1 // 내 아이디는 강남미인: 시즌 1,Yes,Yes,NaN,25.5
Raising Dion: Season 1,Yes,Yes,2019,25.5
Black Mirror: Season 3,Yes,Yes,2016,25.4
Go Dog Go: Season 3,Yes,Yes,2022,25.4
Grey's Anatomy: Season 14,Yes,No,NaN,25.4
La bella y las bestias: Season 1,Yes,No,NaN,25.4
The Loud House: Season 1,Yes,No,NaN,25.4
The Perfect Find,NaN,Yes,2023,25.4
Grey's Anatomy: Season 13,Yes,No,NaN,25.3
NCIS: Season 1,Yes,No,NaN,25.3
Sky Rojo: Season 2,Yes,Yes,2021,25.3
The Boss Baby: Back in Business: Season 4,Yes,Yes,2020,25.3
Don't Look Up,NaN,Yes,2021,25.2
Fatherhood,NaN,Yes,2021,25.2
Queen of the South: Season 1,Yes,Yes,NaN,25.2
Resident Evil: Season 1,Yes,Yes,2022,25.2
Community: Season 1,Yes,Yes,NaN,25.1
The Stranger: Limited Series,NaN,Yes,2020,25.1
365 Days (2020),NaN,Yes,NaN,25.0
The Karate Kid (2010),NaN,No,NaN,25.0
El Dragón: Return of a Warrior: Season 2 // El Dragón: El regreso de un guerrero: Temporada 2,Yes,No,2020,24.9
Blindspot: Season 1,Yes,No,NaN,24.8
Maya and the Three: Limited Series,NaN,Yes,2021,24.8
Shehzada // शहज़ादा,NaN,No,NaN,24.8
Taxi Driver // 모범택시,NaN,No,NaN,24.8
That Girl Lay Lay: Season 1,Yes,No,2022,24.8
The Good Place: Season 1,Yes,No,2017,24.8
Total Drama Island,NaN,No,NaN,24.8
Downton Abbey: Series 4,NaN,No,NaN,24.7
Mako Mermaids: An H2O Adventure: Season 1,Yes,No,2013,24.7
Teen Titans Go!: Season 4,Yes,No,NaN,24.7
The Umbrella Academy: Season 3,Yes,Yes,2022,24.7
Young Sheldon: Season 1,Yes,No,NaN,24.7
Cry Babies Magic Tears: Season 1,Yes,Yes,NaN,24.5
Downton Abbey: Series 6,NaN,No,NaN,24.5
Heat (1995),NaN,No,NaN,24.5
Record of Youth: Season 1 // 청춘기록: 시즌 1,Yes,Yes,2020,24.5
Teen Wolf (2011): Season 6,Yes,No,NaN,24.5
War Sailor: Limited Series // Krigsseileren: Miniserie,NaN,Yes,2023,24.5
First Love: Season 1 // First Love 初恋: シーズン1,Yes,Yes,2022,24.4
From Me to You: Kimi ni Todoke: Season 1 // 君に届け: シーズン1,Yes,No,2023,24.4
Hoarders: Season 12,Yes,No,NaN,24.4
Kitti Katz: Season 1,Yes,Yes,2023,24.4
Ben & Holly's Little Kingdom: Season 1,Yes,No,NaN,24.3
Feel the Beat,NaN,Yes,2020,24.3
Meteor Garden: Season 1 // 流星花園: 第 1 季 // 流星花园: 第 1 季,Yes,No,2018,24.3
Pup Academy: Season 1,Yes,Yes,2020,24.3
Royal Doctor: Season 1 // หมอหลวง: ซีซั่น 1,Yes,No,NaN,24.3
The Angry Birds Movie 2,NaN,No,NaN,24.3
#NoFilter: Season 1 // Sem Filtro: Season 1,Yes,Yes,2023,24.2
Black Mirror: Season 4,Yes,Yes,2017,24.2
Jewish Matchmaking: Season 1,Yes,Yes,2023,24.2
Nobody (2021),NaN,No,NaN,24.2
Riverdale: Season 5,Yes,No,2021,24.2
Warrior Nun: Season 1,Yes,Yes,2020,24.2
Dark: Season 1,Yes,Yes,2017,24.1
Dr. Romantic: Season 2 // 낭만닥터 김사부: 시즌 2,Yes,No,NaN,24.1
Another Self: Season 1 // Zeytin Ağacı: 1. Sezon,Yes,Yes,2022,24.0
Chimp Empire: Limited Series,NaN,Yes,2023,24.0
Downton Abbey: Series 5,NaN,No,NaN,24.0
Her Mother's Killer: Season 1 // La venganza de Analía: Temporada 1,Yes,No,2020,24.0
Instant Dream Home: Season 1,Yes,Yes,2022,24.0
Make Me Believe // Sen İnandır,NaN,Yes,2023,24.0
The Kissing Booth,NaN,Yes,2018,24.0
The Mole: Season 1,Yes,No,2022,24.0
The Seven Deadly Sins: Imperial Wrath of the Gods // 七つの大罪: 神々の逆鱗,NaN,No,2019,24.0
We're the Millers,NaN,No,NaN,24.0
Gabby's Dollhouse: Season 5,Yes,Yes,2022,23.9
Rango (2011),NaN,No,NaN,23.9
Sniper: Ultimate Kill,NaN,No,NaN,23.9
The Good Doctor: Season 5,Yes,No,NaN,23.9
The SpongeBob SquarePants Movie,NaN,No,NaN,23.9
All American: Season 1,Yes,No,NaN,23.8
How to Get Away With Murder: Season 2,Yes,No,NaN,23.8
I Am Georgina: Season 1 // Soy Georgina: Temporada 1,Yes,Yes,2022,23.8
Anatomy of a Scandal: Limited Series,NaN,Yes,2022,23.7
Grown Ups 2,NaN,No,NaN,23.7
Ozark: Season 3,Yes,Yes,2020,23.7
Hard Feelings // Hammerharte Jungs,NaN,Yes,2023,23.6
Harry Potter and the Chamber of Secrets,NaN,No,NaN,23.6
Simon (2016): Season 1,Yes,No,NaN,23.6
The 100: Season 4,Yes,No,NaN,23.6
Blue Lock // ブルーロック: シーズン1,NaN,No,NaN,23.5
Good Girls: Season 3,Yes,Yes,2020,23.5
Sexify: Season 1,Yes,Yes,2021,23.5
Arrow: Season 3,Yes,No,NaN,23.4
Black Mirror: Season 5,Yes,Yes,2019,23.4
Dragons: Race to the Edge: Season 1,Yes,Yes,2015,23.4
La piloto: Season 2,Yes,No,NaN,23.4
NCIS: Season 6,Yes,No,NaN,23.4
The 100: Season 7,Yes,No,NaN,23.4
